"Event Date","Serial Killer Name","Serial Killer Profile URL","Event Type","Year of Event"
"05/12/2011","Matej Čurko","https://skdb.fandom.com/wiki/Matej_%C4%8Curko","Death","2011"
"05/12/2015","William MacDonald","https://skdb.fandom.com/wiki/William_MacDonald","Death","2015"
"05/12/2018","Dennis Nilsen","https://skdb.fandom.com/wiki/Dennis_Nilsen","Death","2018"
"05/13/2005","Michael Ross","https://skdb.fandom.com/wiki/Michael_Ross","Death","2005"
"05/14/1897","Frederick Hollman","https://skdb.fandom.com/wiki/Frederick_Hollman","Death","1897"
"05/14/1984","Hsu Tung-chih","https://skdb.fandom.com/wiki/Hsu_Tung-chih","Death","1984"
"05/14/2010","Hu Dejun","https://skdb.fandom.com/wiki/Hu_Dejun","Other Event","2010"
"05/14/2010","Zhang Liming","https://skdb.fandom.com/wiki/Zhang_Liming","Other Event","2010"
"05/15/1931","William A. Renfroe","https://skdb.fandom.com/wiki/William_A._Renfroe","Death","1931"
"05/15/1966","Cletus Reese","https://skdb.fandom.com/wiki/Cletus_Reese","Death","1966"
"05/15/2014","Susumu Nakayama","https://skdb.fandom.com/wiki/Susumu_Nakayama","Death","2014"
"05/15/2017","Ian Brady","https://skdb.fandom.com/wiki/Ian_Brady","Death","2017"
"05/16/1878","Lydia Sherman","https://skdb.fandom.com/wiki/Lydia_Sherman","Death","1878"
"05/16/1979","Kampatimar Shankariya","https://skdb.fandom.com/wiki/Kampatimar_Shankariya","Death","1979"
"05/16/2005","Gayno Smith","https://skdb.fandom.com/wiki/Gayno_Smith","Death","2005"
"05/17/1960","Władysław Baczyński","https://skdb.fandom.com/wiki/W%C5%82adys%C5%82aw_Baczy%C5%84ski","Death","1960"
"05/17/1960","Joseph Taborsky","https://skdb.fandom.com/wiki/Joseph_Taborsky","Death","1960"
"05/17/1990","Louis Philippe","https://skdb.fandom.com/wiki/Louis_Philippe","Death","1990"
"05/17/1995","Girvies Davis","https://skdb.fandom.com/wiki/Girvies_Davis","Death","1995"
"05/18/1871","Edward H. Rulloff","https://skdb.fandom.com/wiki/Edward_H._Rulloff","Death","1871"
"05/18/2005","Vernon Brown","https://skdb.fandom.com/wiki/Vernon_Brown","Death","2005"
